product_id,store_id,stock_on_hand,reorder_level,last_updated
1111,67,451,49,2026-03-29 07:03:39.799164
1111,31,77,55,2026-03-29 07:03:39.799167
1111,9,176,50,2026-03-29 07:03:39.799169
1112,84,116,82,2026-03-29 07:03:39.799189
1112,74,15,48,2026-03-29 07:03:39.799193
1112,27,209,78,2026-03-29 07:03:39.799197
1112,64,371,100,2026-03-29 07:03:39.799201
1112,71,241,13,2026-03-29 07:03:39.799205
1113,89,3,53,2026-03-29 07:03:39.799233
1113,77,217,65,2026-03-29 07:03:39.799236
1113,6,177,44,2026-03-29 07:03:39.799238
1113,90,409,72,2026-03-29 07:03:39.799241
1113,75,419,46,2026-03-29 07:03:39.799244
1114,6,377,51,2026-03-29 07:03:39.799261
1114,81,443,92,2026-03-29 07:03:39.799263
1114,61,7,33,2026-03-29 07:03:39.799266
1114,92,498,58,2026-03-29 07:03:39.799269
1114,47,209,83,2026-03-29 07:03:39.799272
1115,40,158,51,2026-03-29 07:03:39.799288
1115,56,335,19,2026-03-29 07:03:39.799290
1115,38,340,95,2026-03-29 07:03:39.799293
1115,75,308,10,2026-03-29 07:03:39.799296
1115,48,433,61,2026-03-29 07:03:39.799299
1116,88,14,47,2026-03-29 07:03:39.799315
1116,7,462,30,2026-03-29 07:03:39.799331
1116,23,308,49,2026-03-29 07:03:39.799336
1116,1,374,82,2026-03-29 07:03:39.799341
1116,60,354,19,2026-03-29 07:03:39.799345
1117,18,59,24,2026-03-29 07:03:39.799375
1117,85,215,19,2026-03-29 07:03:39.799378
1117,52,396,25,2026-03-29 07:03:39.799380
1117,13,204,70,2026-03-29 07:03:39.799383
1117,51,352,92,2026-03-29 07:03:39.799386
1118,87,138,72,2026-03-29 07:03:39.799402
1118,61,38,91,2026-03-29 07:03:39.799405
1118,80,76,74,2026-03-29 07:03:39.799408
1118,70,138,43,2026-03-29 07:03:39.799411
1118,95,308,26,2026-03-29 07:03:39.799414
1119,3,406,93,2026-03-29 07:03:39.799430
1119,84,118,54,2026-03-29 07:03:39.799433
1119,48,82,14,2026-03-29 07:03:39.799436
1119,83,35,13,2026-03-29 07:03:39.799439
1119,56,73,51,2026-03-29 07:03:39.799442
1120,9,274,23,2026-03-29 07:03:39.799458
1120,45,188,17,2026-03-29 07:03:39.799461
1120,82,291,53,2026-03-29 07:03:39.799463
1120,7,331,59,2026-03-29 07:03:39.799466
1120,49,206,20,2026-03-29 07:03:39.799469
1121,80,322,41,2026-03-29 07:03:39.799491
1121,48,103,47,2026-03-29 07:03:39.799496
1121,25,103,26,2026-03-29 07:03:39.799501
1121,57,250,66,2026-03-29 07:03:39.799504
1121,38,497,99,2026-03-29 07:03:39.799507
1122,75,219,34,2026-03-29 07:03:39.799523
1122,13,416,26,2026-03-29 07:03:39.799526
1122,2,155,24,2026-03-29 07:03:39.799529
1122,7,1,92,2026-03-29 07:03:39.799532
1122,80,238,81,2026-03-29 07:03:39.799535
1123,20,273,46,2026-03-29 07:03:39.799551
1123,63,241,96,2026-03-29 07:03:39.799554
1123,67,313,58,2026-03-29 07:03:39.799556
1123,83,468,47,2026-03-29 07:03:39.799559
1123,46,492,94,2026-03-29 07:03:39.799562
1124,52,55,66,2026-03-29 07:03:39.799580
1124,41,472,11,2026-03-29 07:03:39.799583
1124,86,26,41,2026-03-29 07:03:39.799586
1124,24,261,48,2026-03-29 07:03:39.799589
1124,1,193,61,2026-03-29 07:03:39.799591
1125,39,119,35,2026-03-29 07:03:39.799608
1125,10,81,97,2026-03-29 07:03:39.799610
1125,58,411,16,2026-03-29 07:03:39.799613
1125,79,31,99,2026-03-29 07:03:39.799616
1125,72,49,27,2026-03-29 07:03:39.799619
1126,19,266,83,2026-03-29 07:03:39.799650
1126,31,263,30,2026-03-29 07:03:39.799653
1126,58,137,22,2026-03-29 07:03:39.799656
1126,99,466,12,2026-03-29 07:03:39.799658
1126,42,265,25,2026-03-29 07:03:39.799662
1127,66,292,81,2026-03-29 07:03:39.799678
1127,67,165,45,2026-03-29 07:03:39.799681
1127,44,210,89,2026-03-29 07:03:39.799684
1127,54,360,67,2026-03-29 07:03:39.799687
1127,99,443,98,2026-03-29 07:03:39.799690
1128,58,179,78,2026-03-29 07:03:39.799705
1128,98,216,83,2026-03-29 07:03:39.799708
1128,2,105,97,2026-03-29 07:03:39.799711
1128,92,47,33,2026-03-29 07:03:39.799714
1128,19,112,99,2026-03-29 07:03:39.799717
1129,18,164,89,2026-03-29 07:03:39.799733
1129,41,8,31,2026-03-29 07:03:39.799736
1129,86,346,18,2026-03-29 07:03:39.799739
1129,95,22,20,2026-03-29 07:03:39.799742
1129,51,355,43,2026-03-29 07:03:39.799744
1130,38,385,47,2026-03-29 07:03:39.799760
1130,19,187,81,2026-03-29 07:03:39.799763
1130,42,12,100,2026-03-29 07:03:39.799766
1130,56,262,72,2026-03-29 07:03:39.799769
1130,11,481,87,2026-03-29 07:03:39.799772
1131,35,380,94,2026-03-29 07:03:39.799787
1131,22,495,69,2026-03-29 07:03:39.799790
1131,60,432,21,2026-03-29 07:03:39.799793
1131,97,450,96,2026-03-29 07:03:39.799796
1131,33,111,54,2026-03-29 07:03:39.799798
1132,5,8,92,2026-03-29 07:03:39.799814
1132,100,476,87,2026-03-29 07:03:39.799817
1132,25,415,21,2026-03-29 07:03:39.799820
1132,49,164,22,2026-03-29 07:03:39.799823
1132,1,252,13,2026-03-29 07:03:39.799826
1133,48,310,96,2026-03-29 07:03:39.799842
1133,74,5,68,2026-03-29 07:03:39.799845
1133,50,278,53,2026-03-29 07:03:39.799849
1133,57,80,76,2026-03-29 07:03:39.799852
1133,97,85,15,2026-03-29 07:03:39.799855
1134,96,440,34,2026-03-29 07:03:39.799870
1134,64,21,24,2026-03-29 07:03:39.799873
1134,83,464,75,2026-03-29 07:03:39.799876
1134,43,11,10,2026-03-29 07:03:39.799879
1134,24,264,73,2026-03-29 07:03:39.799882
1135,34,184,66,2026-03-29 07:03:39.799902
1135,89,165,50,2026-03-29 07:03:39.799907
1135,98,3,54,2026-03-29 07:03:39.799916
1135,2,80,44,2026-03-29 07:03:39.799919
1135,65,206,96,2026-03-29 07:03:39.799922
1136,95,287,82,2026-03-29 07:03:39.799938
1136,33,162,26,2026-03-29 07:03:39.799941
1136,88,365,41,2026-03-29 07:03:39.799944
1136,60,297,50,2026-03-29 07:03:39.799947
1136,10,22,44,2026-03-29 07:03:39.799950
1137,43,186,37,2026-03-29 07:03:39.799965
1137,69,189,78,2026-03-29 07:03:39.799968
1137,37,220,70,2026-03-29 07:03:39.799971
1137,16,353,41,2026-03-29 07:03:39.799974
1137,98,340,61,2026-03-29 07:03:39.799976
1138,92,418,38,2026-03-29 07:03:39.799992
1138,7,166,65,2026-03-29 07:03:39.799995
1138,42,75,48,2026-03-29 07:03:39.799998
1138,41,17,25,2026-03-29 07:03:39.800000
1138,63,458,48,2026-03-29 07:03:39.800003
1139,94,98,80,2026-03-29 07:03:39.800019
1139,65,434,26,2026-03-29 07:03:39.800022
1139,90,351,59,2026-03-29 07:03:39.800025
1139,68,293,58,2026-03-29 07:03:39.800028
1139,34,378,67,2026-03-29 07:03:39.800031
1140,54,397,54,2026-03-29 07:03:39.800047
1140,46,344,70,2026-03-29 07:03:39.800050
1140,31,207,35,2026-03-29 07:03:39.800053
1140,40,60,86,2026-03-29 07:03:39.800056
1140,29,180,77,2026-03-29 07:03:39.800059
1141,81,386,91,2026-03-29 07:03:39.800074
1141,11,294,77,2026-03-29 07:03:39.800077
1141,82,278,29,2026-03-29 07:03:39.800080
1141,23,199,87,2026-03-29 07:03:39.800083
1141,19,4,70,2026-03-29 07:03:39.800085
1142,71,225,90,2026-03-29 07:03:39.800101
1142,89,381,66,2026-03-29 07:03:39.800104
1142,65,486,30,2026-03-29 07:03:39.800107
1142,2,383,80,2026-03-29 07:03:39.800110
1142,20,39,95,2026-03-29 07:03:39.800112
1143,76,344,98,2026-03-29 07:03:39.800127
1143,57,148,49,2026-03-29 07:03:39.800130
1143,97,275,64,2026-03-29 07:03:39.800133
1143,78,406,88,2026-03-29 07:03:39.800136
1143,4,323,23,2026-03-29 07:03:39.800139
1144,21,174,91,2026-03-29 07:03:39.800154
1144,16,89,11,2026-03-29 07:03:39.800157
1144,90,189,14,2026-03-29 07:03:39.800160
1144,9,249,40,2026-03-29 07:03:39.800163
1144,54,236,16,2026-03-29 07:03:39.800165
1145,99,485,56,2026-03-29 07:03:39.800181
1145,24,134,29,2026-03-29 07:03:39.800184
1145,54,399,59,2026-03-29 07:03:39.800187
1145,42,83,78,2026-03-29 07:03:39.800189
1145,95,436,84,2026-03-29 07:03:39.800192
1146,52,301,100,2026-03-29 07:03:39.800208
1146,71,335,56,2026-03-29 07:03:39.800211
1146,6,13,70,2026-03-29 07:03:39.800213
1146,65,466,87,2026-03-29 07:03:39.800216
1146,29,434,82,2026-03-29 07:03:39.800219
1147,52,235,56,2026-03-29 07:03:39.800234
1147,87,314,16,2026-03-29 07:03:39.800237
1147,2,480,56,2026-03-29 07:03:39.800240
1147,21,186,40,2026-03-29 07:03:39.800243
1147,67,284,40,2026-03-29 07:03:39.800246
1148,6,165,43,2026-03-29 07:03:39.800261
1148,38,249,34,2026-03-29 07:03:39.800264
1148,47,142,43,2026-03-29 07:03:39.800267
1148,73,477,83,2026-03-29 07:03:39.800270
1148,66,399,81,2026-03-29 07:03:39.800273
1149,70,378,56,2026-03-29 07:03:39.800288
1149,33,410,10,2026-03-29 07:03:39.800291
1149,22,385,26,2026-03-29 07:03:39.800294
1149,100,186,29,2026-03-29 07:03:39.800297
1149,26,224,39,2026-03-29 07:03:39.800300
1150,46,49,25,2026-03-29 07:03:39.801192
1150,30,432,51,2026-03-29 07:03:39.801197
1150,37,162,59,2026-03-29 07:03:39.801200
1150,76,443,88,2026-03-29 07:03:39.801203
1150,34,349,21,2026-03-29 07:03:39.801206
1151,20,47,95,2026-03-29 07:03:39.801243
1151,94,127,88,2026-03-29 07:03:39.801246
1151,13,452,35,2026-03-29 07:03:39.801249
1151,1,284,64,2026-03-29 07:03:39.801252
1151,45,499,49,2026-03-29 07:03:39.801255
1152,10,309,15,2026-03-29 07:03:39.801274
1152,14,171,45,2026-03-29 07:03:39.801278
1152,56,15,70,2026-03-29 07:03:39.801281
1152,50,345,81,2026-03-29 07:03:39.801284
1152,42,401,97,2026-03-29 07:03:39.801287
1153,100,64,46,2026-03-29 07:03:39.801304
1153,23,131,95,2026-03-29 07:03:39.801308
1153,8,333,14,2026-03-29 07:03:39.801311
1153,94,343,29,2026-03-29 07:03:39.801314
1153,81,353,18,2026-03-29 07:03:39.801317
1154,67,159,49,2026-03-29 07:03:39.801334
1154,48,470,97,2026-03-29 07:03:39.801337
1154,93,161,38,2026-03-29 07:03:39.801339
1154,63,11,54,2026-03-29 07:03:39.801342
1154,91,247,39,2026-03-29 07:03:39.801345
1155,52,56,48,2026-03-29 07:03:39.801362
1155,74,285,18,2026-03-29 07:03:39.801366
1155,59,488,43,2026-03-29 07:03:39.801369
1155,1,269,26,2026-03-29 07:03:39.801372
1155,80,141,15,2026-03-29 07:03:39.801375
1156,25,226,66,2026-03-29 07:03:39.801392
1156,54,36,66,2026-03-29 07:03:39.801395
1156,94,211,98,2026-03-29 07:03:39.801398
1156,48,392,61,2026-03-29 07:03:39.801401
1156,89,426,93,2026-03-29 07:03:39.801404
1157,63,427,11,2026-03-29 07:03:39.801421
1157,43,166,52,2026-03-29 07:03:39.801424
1157,21,487,96,2026-03-29 07:03:39.801427
1157,22,340,35,2026-03-29 07:03:39.801430
1157,33,203,58,2026-03-29 07:03:39.801433
1158,49,85,92,2026-03-29 07:03:39.801449
1158,57,305,96,2026-03-29 07:03:39.801452
1158,22,297,29,2026-03-29 07:03:39.801455
1158,29,271,42,2026-03-29 07:03:39.801458
1158,44,455,43,2026-03-29 07:03:39.801461
1159,64,91,36,2026-03-29 07:03:39.801477
1159,5,257,72,2026-03-29 07:03:39.801480
1159,28,481,54,2026-03-29 07:03:39.801483
1159,1,297,50,2026-03-29 07:03:39.801486
1159,55,367,66,2026-03-29 07:03:39.801489
1160,83,18,20,2026-03-29 07:03:39.801505
1160,27,188,30,2026-03-29 07:03:39.801508
1160,97,461,83,2026-03-29 07:03:39.801511
1160,33,47,75,2026-03-29 07:03:39.801514
1160,3,153,76,2026-03-29 07:03:39.801517
1161,23,346,92,2026-03-29 07:03:39.801534
1161,97,44,77,2026-03-29 07:03:39.801537
1161,78,4,34,2026-03-29 07:03:39.801540
1161,51,410,13,2026-03-29 07:03:39.801543
1161,60,325,36,2026-03-29 07:03:39.801545
1162,87,215,48,2026-03-29 07:03:39.801562
1162,42,112,76,2026-03-29 07:03:39.801565
1162,79,311,57,2026-03-29 07:03:39.801568
1162,89,155,17,2026-03-29 07:03:39.801571
1162,44,403,90,2026-03-29 07:03:39.801574
1163,2,136,91,2026-03-29 07:03:39.801590
1163,14,479,13,2026-03-29 07:03:39.801593
1163,4,215,45,2026-03-29 07:03:39.801596
1163,91,256,71,2026-03-29 07:03:39.801599
1163,31,478,27,2026-03-29 07:03:39.801602
1164,64,204,26,2026-03-29 07:03:39.801628
1164,58,215,97,2026-03-29 07:03:39.801632
1164,98,221,64,2026-03-29 07:03:39.801635
1164,94,209,99,2026-03-29 07:03:39.801638
1164,85,133,50,2026-03-29 07:03:39.801641
1165,72,82,89,2026-03-29 07:03:39.801658
1165,42,365,84,2026-03-29 07:03:39.801661
1165,47,7,12,2026-03-29 07:03:39.801664
1165,29,335,74,2026-03-29 07:03:39.801668
1165,70,430,12,2026-03-29 07:03:39.801670
1166,3,192,82,2026-03-29 07:03:39.801687
1166,48,307,54,2026-03-29 07:03:39.801690
1166,21,256,24,2026-03-29 07:03:39.801693
1166,93,216,87,2026-03-29 07:03:39.801696
1166,5,268,10,2026-03-29 07:03:39.801699
1167,50,5,91,2026-03-29 07:03:39.801715
1167,59,469,55,2026-03-29 07:03:39.801718
1167,84,152,75,2026-03-29 07:03:39.801721
1167,73,443,86,2026-03-29 07:03:39.801724
1167,26,389,52,2026-03-29 07:03:39.801727
1168,51,20,96,2026-03-29 07:03:39.801742
1168,4,2,92,2026-03-29 07:03:39.801745
1168,69,199,11,2026-03-29 07:03:39.801750
1168,5,428,50,2026-03-29 07:03:39.801755
1168,55,4,34,2026-03-29 07:03:39.801759
1169,63,368,91,2026-03-29 07:03:39.801781
1169,100,470,46,2026-03-29 07:03:39.801784
1169,75,116,30,2026-03-29 07:03:39.801787
1169,51,354,47,2026-03-29 07:03:39.801790
1169,34,129,26,2026-03-29 07:03:39.801793
1170,28,272,59,2026-03-29 07:03:39.801809
1170,36,330,68,2026-03-29 07:03:39.801812
1170,87,302,60,2026-03-29 07:03:39.801815
1170,86,369,29,2026-03-29 07:03:39.801818
1170,91,429,76,2026-03-29 07:03:39.801821
1171,50,103,41,2026-03-29 07:03:39.801836
1171,72,85,82,2026-03-29 07:03:39.801839
1171,69,87,20,2026-03-29 07:03:39.801842
1171,18,469,80,2026-03-29 07:03:39.801845
1171,59,303,56,2026-03-29 07:03:39.801848
1172,65,130,49,2026-03-29 07:03:39.801864
1172,77,436,94,2026-03-29 07:03:39.801867
1172,95,87,16,2026-03-29 07:03:39.801870
1172,74,405,20,2026-03-29 07:03:39.801873
1172,50,238,48,2026-03-29 07:03:39.801876
1173,88,167,64,2026-03-29 07:03:39.801891
1173,19,150,78,2026-03-29 07:03:39.801894
1173,73,409,51,2026-03-29 07:03:39.801897
1173,33,311,28,2026-03-29 07:03:39.801900
1173,34,307,98,2026-03-29 07:03:39.801903
1174,3,34,52,2026-03-29 07:03:39.801919
1174,23,19,11,2026-03-29 07:03:39.801922
1174,55,260,50,2026-03-29 07:03:39.801925
1174,76,421,93,2026-03-29 07:03:39.801928
1174,2,173,70,2026-03-29 07:03:39.801931
1175,44,113,35,2026-03-29 07:03:39.801946
1175,1,390,23,2026-03-29 07:03:39.801949
1175,98,338,33,2026-03-29 07:03:39.801952
1175,55,274,49,2026-03-29 07:03:39.801955
1175,78,116,87,2026-03-29 07:03:39.801960
1176,29,83,84,2026-03-29 07:03:39.801985
1176,86,9,84,2026-03-29 07:03:39.801988
1176,77,414,67,2026-03-29 07:03:39.801991
1176,31,452,64,2026-03-29 07:03:39.801994
1176,47,66,14,2026-03-29 07:03:39.801997
1177,99,458,19,2026-03-29 07:03:39.802014
1177,96,114,62,2026-03-29 07:03:39.802017
1177,86,177,97,2026-03-29 07:03:39.802020
1177,97,165,49,2026-03-29 07:03:39.802022
1177,60,478,73,2026-03-29 07:03:39.802025
1178,81,215,71,2026-03-29 07:03:39.802042
1178,54,241,80,2026-03-29 07:03:39.802045
1178,74,317,100,2026-03-29 07:03:39.802048
1178,40,52,79,2026-03-29 07:03:39.802050
1178,55,266,82,2026-03-29 07:03:39.802053
1179,82,272,95,2026-03-29 07:03:39.802070
1179,16,499,66,2026-03-29 07:03:39.802073
1179,14,192,63,2026-03-29 07:03:39.802075
1179,87,54,23,2026-03-29 07:03:39.802078
1179,48,50,77,2026-03-29 07:03:39.802081
1180,82,85,91,2026-03-29 07:03:39.802098
1180,95,210,36,2026-03-29 07:03:39.802101
1180,24,328,30,2026-03-29 07:03:39.802103
1180,48,267,27,2026-03-29 07:03:39.802106
1180,56,361,20,2026-03-29 07:03:39.802109
1181,64,311,53,2026-03-29 07:03:39.802126
1181,55,14,79,2026-03-29 07:03:39.802129
1181,14,352,14,2026-03-29 07:03:39.802131
1181,69,203,53,2026-03-29 07:03:39.802134
1181,98,294,16,2026-03-29 07:03:39.802137
1182,67,449,69,2026-03-29 07:03:39.802153
1182,61,154,12,2026-03-29 07:03:39.802156
1182,85,85,20,2026-03-29 07:03:39.802159
1182,90,164,66,2026-03-29 07:03:39.802162
1182,80,54,37,2026-03-29 07:03:39.802165
1183,53,53,85,2026-03-29 07:03:39.802180
1183,58,7,38,2026-03-29 07:03:39.802183
1183,66,386,11,2026-03-29 07:03:39.802186
1183,85,234,73,2026-03-29 07:03:39.802189
1183,98,65,73,2026-03-29 07:03:39.802191
1184,71,267,41,2026-03-29 07:03:39.802207
1184,21,108,60,2026-03-29 07:03:39.802210
1184,74,297,52,2026-03-29 07:03:39.802212
1184,24,265,37,2026-03-29 07:03:39.802215
1184,11,19,45,2026-03-29 07:03:39.802218
1185,38,494,54,2026-03-29 07:03:39.802233
1185,95,130,62,2026-03-29 07:03:39.802236
1185,63,254,87,2026-03-29 07:03:39.802239
1185,40,329,65,2026-03-29 07:03:39.802242
1185,16,164,76,2026-03-29 07:03:39.802244
1186,45,261,84,2026-03-29 07:03:39.802260
1186,13,303,26,2026-03-29 07:03:39.802263
1186,20,7,49,2026-03-29 07:03:39.802266
1186,73,53,94,2026-03-29 07:03:39.802269
1186,37,351,52,2026-03-29 07:03:39.802271
1187,37,338,11,2026-03-29 07:03:39.802287
1187,51,230,60,2026-03-29 07:03:39.802290
1187,82,122,98,2026-03-29 07:03:39.802293
1187,21,186,19,2026-03-29 07:03:39.802296
1187,4,291,19,2026-03-29 07:03:39.802299
1188,7,435,30,2026-03-29 07:03:39.802315
1188,26,50,49,2026-03-29 07:03:39.802317
1188,87,343,90,2026-03-29 07:03:39.802320
1188,99,271,87,2026-03-29 07:03:39.802323
1188,68,261,90,2026-03-29 07:03:39.802326
1189,41,93,96,2026-03-29 07:03:39.802342
1189,90,467,70,2026-03-29 07:03:39.802345
1189,83,196,59,2026-03-29 07:03:39.802348
1189,3,262,12,2026-03-29 07:03:39.802350
1189,22,456,31,2026-03-29 07:03:39.802353
1190,19,107,89,2026-03-29 07:03:39.802369
1190,85,365,76,2026-03-29 07:03:39.802371
1190,99,372,93,2026-03-29 07:03:39.802374
1190,88,233,49,2026-03-29 07:03:39.802377
1190,89,206,71,2026-03-29 07:03:39.802380
1191,42,-5,30,2026-03-29 07:03:39.802396
1191,89,479,69,2026-03-29 07:03:39.802398
1191,8,43,65,2026-03-29 07:03:39.802401
1191,84,234,20,2026-03-29 07:03:39.802404
1191,60,497,27,2026-03-29 07:03:39.802407
1192,1,86,83,2026-03-29 07:03:39.802422
1192,12,104,65,2026-03-29 07:03:39.802425
1192,77,351,52,2026-03-29 07:03:39.802428
1192,91,157,83,2026-03-29 07:03:39.802431
1192,40,160,25,2026-03-29 07:03:39.802433
1193,30,178,25,2026-03-29 07:03:39.802449
1193,65,181,99,2026-03-29 07:03:39.802452
1193,80,488,19,2026-03-29 07:03:39.802455
1193,47,321,62,2026-03-29 07:03:39.802457
1193,15,188,37,2026-03-29 07:03:39.802460
1194,46,434,28,2026-03-29 07:03:39.802476
1194,49,29,95,2026-03-29 07:03:39.802479
1194,48,421,94,2026-03-29 07:03:39.802482
1194,3,293,38,2026-03-29 07:03:39.802486
1194,22,309,73,2026-03-29 07:03:39.802488
1195,86,485,99,2026-03-29 07:03:39.802504
1195,99,287,84,2026-03-29 07:03:39.802507
1195,34,449,17,2026-03-29 07:03:39.802510
1195,82,472,24,2026-03-29 07:03:39.802513
1195,81,414,67,2026-03-29 07:03:39.802516
1196,80,186,74,2026-03-29 07:03:39.802532
1196,33,301,67,2026-03-29 07:03:39.802535
1196,86,115,28,2026-03-29 07:03:39.802538
1196,29,155,85,2026-03-29 07:03:39.802541
1196,63,358,66,2026-03-29 07:03:39.802544
1197,72,71,28,2026-03-29 07:03:39.802560
1197,31,452,44,2026-03-29 07:03:39.802563
1197,59,462,59,2026-03-29 07:03:39.802567
1197,17,365,54,2026-03-29 07:03:39.802570
1197,74,293,32,2026-03-29 07:03:39.802573
1198,70,216,39,2026-03-29 07:03:39.802589
1198,99,156,18,2026-03-29 07:03:39.802592
1198,91,14,30,2026-03-29 07:03:39.802595
1198,28,50,11,2026-03-29 07:03:39.802598
1198,8,77,49,2026-03-29 07:03:39.802601
1199,18,132,67,2026-03-29 07:03:39.802618
1199,90,373,67,2026-03-29 07:03:39.802621
1199,66,203,46,2026-03-29 07:03:39.802624
1199,81,231,10,2026-03-29 07:03:39.802627
1199,32,36,87,2026-03-29 07:03:39.802630
1200,72,108,86,2026-03-29 07:03:39.802646
1200,2,99,11,2026-03-29 07:03:39.802649
1200,90,350,42,2026-03-29 07:03:39.802651
1200,57,264,17,2026-03-29 07:03:39.802654
1200,62,289,100,2026-03-29 07:03:39.802657
1201,19,13,99,2026-03-29 07:03:39.802675
1201,26,494,79,2026-03-29 07:03:39.802680
1201,72,44,33,2026-03-29 07:03:39.802686
1201,18,85,87,2026-03-29 07:03:39.802691
1201,21,49,96,2026-03-29 07:03:39.802694
1202,15,439,40,2026-03-29 07:03:39.802712
1202,89,322,79,2026-03-29 07:03:39.802715
1202,28,174,47,2026-03-29 07:03:39.802718
1202,46,131,13,2026-03-29 07:03:39.802721
1202,62,353,23,2026-03-29 07:03:39.802723
1203,61,39,54,2026-03-29 07:03:39.802739
1203,4,482,93,2026-03-29 07:03:39.802742
1203,20,75,45,2026-03-29 07:03:39.802745
1203,86,6,94,2026-03-29 07:03:39.802748
1203,3,71,59,2026-03-29 07:03:39.802751
1204,21,20,17,2026-03-29 07:03:39.802768
1204,97,296,87,2026-03-29 07:03:39.802773
1204,79,197,77,2026-03-29 07:03:39.802778
1204,37,76,64,2026-03-29 07:03:39.802782
1204,51,295,22,2026-03-29 07:03:39.802787
1205,1,279,38,2026-03-29 07:03:39.802808
1205,49,441,93,2026-03-29 07:03:39.802811
1205,24,-5,35,2026-03-29 07:03:39.802816
1205,54,246,95,2026-03-29 07:03:39.802822
1205,83,256,59,2026-03-29 07:03:39.802827
1206,96,373,56,2026-03-29 07:03:39.802853
1206,41,89,28,2026-03-29 07:03:39.802856
1206,97,289,96,2026-03-29 07:03:39.802859
1206,82,101,93,2026-03-29 07:03:39.802862
1206,18,234,49,2026-03-29 07:03:39.802865
1207,73,379,14,2026-03-29 07:03:39.802881
1207,67,323,88,2026-03-29 07:03:39.802884
1207,57,369,82,2026-03-29 07:03:39.802887
1207,45,51,30,2026-03-29 07:03:39.802890
1207,10,70,65,2026-03-29 07:03:39.802893
1208,20,100,32,2026-03-29 07:03:39.802909
1208,93,421,54,2026-03-29 07:03:39.802912
1208,68,423,98,2026-03-29 07:03:39.802917
1208,49,33,13,2026-03-29 07:03:39.802922
1208,41,343,82,2026-03-29 07:03:39.802926
1209,66,467,50,2026-03-29 07:03:39.802952
1209,71,354,95,2026-03-29 07:03:39.802955
1209,27,380,61,2026-03-29 07:03:39.802958
1209,83,251,100,2026-03-29 07:03:39.802961
1209,100,484,39,2026-03-29 07:03:39.802964
1210,7,485,33,2026-03-29 07:03:39.802981
1210,32,356,48,2026-03-29 07:03:39.802984
1210,96,500,20,2026-03-29 07:03:39.802987
1210,93,352,98,2026-03-29 07:03:39.802990
1210,56,92,27,2026-03-29 07:03:39.802993
1211,3,357,84,2026-03-29 07:03:39.803009
1211,44,11,99,2026-03-29 07:03:39.803012
1211,31,407,32,2026-03-29 07:03:39.803015
1211,29,488,33,2026-03-29 07:03:39.803018
1211,42,436,26,2026-03-29 07:03:39.803020
1212,9,262,39,2026-03-29 07:03:39.803036
1212,36,219,15,2026-03-29 07:03:39.803039
1212,17,-5,78,2026-03-29 07:03:39.803042
1212,8,42,88,2026-03-29 07:03:39.803044
1212,44,356,51,2026-03-29 07:03:39.803047
1213,35,50,44,2026-03-29 07:03:39.803063
1213,8,469,82,2026-03-29 07:03:39.803066
1213,31,272,10,2026-03-29 07:03:39.803068
1213,15,369,42,2026-03-29 07:03:39.803071
1213,81,339,25,2026-03-29 07:03:39.803074
1214,46,326,49,2026-03-29 07:03:39.803090
1214,56,253,69,2026-03-29 07:03:39.803094
1214,45,57,54,2026-03-29 07:03:39.803097
1214,85,61,13,2026-03-29 07:03:39.803100
1214,33,99,76,2026-03-29 07:03:39.803103
1215,68,407,61,2026-03-29 07:03:39.803119
1215,22,390,12,2026-03-29 07:03:39.803122
1215,19,299,31,2026-03-29 07:03:39.803125
1215,86,52,99,2026-03-29 07:03:39.803127
1215,74,14,80,2026-03-29 07:03:39.803130
1216,15,226,63,2026-03-29 07:03:39.803146
1216,72,116,97,2026-03-29 07:03:39.803149
1216,37,451,29,2026-03-29 07:03:39.803152
1216,9,34,90,2026-03-29 07:03:39.803155
1216,52,201,65,2026-03-29 07:03:39.803157
1217,80,229,20,2026-03-29 07:03:39.803173
1217,9,245,85,2026-03-29 07:03:39.803176
1217,87,371,13,2026-03-29 07:03:39.803186
1217,18,288,79,2026-03-29 07:03:39.803189
1217,66,348,90,2026-03-29 07:03:39.803192
1218,27,253,24,2026-03-29 07:03:39.803207
1218,55,353,86,2026-03-29 07:03:39.803210
1218,3,363,50,2026-03-29 07:03:39.803213
1218,73,347,83,2026-03-29 07:03:39.803216
1218,66,305,91,2026-03-29 07:03:39.803219
1219,33,348,62,2026-03-29 07:03:39.803234
1219,50,228,71,2026-03-29 07:03:39.803237
1219,40,434,70,2026-03-29 07:03:39.803240
1219,93,30,13,2026-03-29 07:03:39.803243
1219,34,13,80,2026-03-29 07:03:39.803246
1220,3,409,68,2026-03-29 07:03:39.803261
1220,36,460,52,2026-03-29 07:03:39.803264
1220,56,328,49,2026-03-29 07:03:39.803267
1220,29,251,49,2026-03-29 07:03:39.803270
1220,57,17,98,2026-03-29 07:03:39.803273
1221,95,63,88,2026-03-29 07:03:39.803288
1221,11,327,44,2026-03-29 07:03:39.803291
1221,53,366,61,2026-03-29 07:03:39.803294
1221,58,9,26,2026-03-29 07:03:39.803297
1221,75,257,60,2026-03-29 07:03:39.803300
1222,38,356,44,2026-03-29 07:03:39.803316
1222,24,61,25,2026-03-29 07:03:39.803332
1222,25,339,10,2026-03-29 07:03:39.803337
1222,19,428,82,2026-03-29 07:03:39.803342
1222,39,474,49,2026-03-29 07:03:39.803356
